Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1957,13991,3/6/2012,High,24,170.7,0,Regular Air,-37.88,6.48,2.74,Cynthia Voltz,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,3/8/2012
1958,13991,3/6/2012,High,21,1839.448,0.07,Regular Air,-742.88,111.96,69,Cynthia Voltz,Yukon,Yukon,Corporate,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,3/7/2012
1964,14048,5/17/2010,Not Specified,47,1837.15,0.06,Regular Air,196.58,40.97,8.99,Nora Paige,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,5/17/2010
1965,14048,5/17/2010,Not Specified,5,540.22,0.06,Regular Air,-253.38,101.41,35,Nora Paige,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,5/19/2010
1966,14048,5/17/2010,Not Specified,40,2035.393,0.01,Regular Air,1152.69,55.99,1.25,Nora Paige,Yukon,Yukon,Small Business,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,5/19/2010
2007,14311,8/1/2009,Critical,30,192.41,0.03,Regular Air,-55.95,6.37,5.19,Brian Stugart,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,8/2/2009
2024,14434,2/15/2011,Not Specified,39,4733.88,0.02,Delivery Truck,239.41,119.99,56.14,Tim Taslimi,Yukon,Yukon,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,2/17/2011
2050,14630,10/16/2012,Low,17,363.54,0.08,Regular Air,4.75,22.01,5.53,Muhammed Lee,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus� Battery Pencil Sharpener,Small Pack,0.59,10/16/2012
2075,14851,5/11/2012,Not Specified,6,3378.18,0.08,Regular Air,-1352.68,599.99,24.49,Juliana Krohn,Yukon,Yukon,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,0.44,5/12/2012
2076,14851,5/11/2012,Not Specified,26,1443.266,0.08,Regular Air,156.11,65.99,8.99,Juliana Krohn,Yukon,Yukon,Corporate,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,5/13/2012
2088,14950,9/26/2010,Low,48,525,0.03,Regular Air,63.50,10.48,2.89,Giulietta Dortch,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,9/26/2010
2095,14981,10/26/2010,Medium,8,279.77,0.07,Regular Air,-14.02,34.76,8.22,Ed Braxton,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,10/27/2010
2096,14981,10/26/2010,Medium,8,154.21,0.03,Delivery Truck,-160.39,15.23,27.75,Ed Braxton,Yukon,Yukon,Home Office,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76,10/28/2010
2113,15105,11/3/2009,Low,39,460.43,0.07,Regular Air,-76.18,12.28,6.13,Giulietta Dortch,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,11/10/2009
2123,15111,12/17/2009,Not Specified,13,970.47,0.1,Regular Air,192.38,81.32,0.99,Juliana Krohn,Yukon,Yukon,Corporate,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece� Compact Power Control Center,Small Box,0.57,12/19/2009
2128,15202,7/9/2010,High,36,1340.93,0.09,Express Air,154.16,39.98,9.2,Darrin Sayre,Yukon,Yukon,Consumer,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,7/11/2010
2131,15206,11/4/2010,Low,35,5287.16,0.05,Delivery Truck,-769.05,150.98,66.27,Rob Lucas,Yukon,Yukon,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,11/9/2010
2162,15616,3/23/2012,Critical,12,386.71,0.01,Express Air,-84.12,30.98,6.5,Carlos Meador,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Belkin ErgoBoard� Keyboard,Small Box,0.64,3/24/2012
2163,15616,3/23/2012,Critical,34,134.06,0.09,Regular Air,5.98,4.13,1.17,Carlos Meador,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,3/25/2012
2176,15654,10/2/2009,Not Specified,27,7937.59,0.03,Delivery Truck,1383.24,300.98,54.92,Duane Noonan,Yukon,Yukon,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Jumbo Box,0.55,10/4/2009
2177,15654,10/2/2009,Not Specified,4,9396.41,0.02,Delivery Truck,-4991.42,2550.14,29.7,Duane Noonan,Yukon,Yukon,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,10/4/2009
2228,16102,12/13/2009,Not Specified,25,13255.93,0.02,Delivery Truck,4089.27,500.98,26,Aaron Hawkins,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,Global Troy� Executive Leather Low-Back Tilter,Jumbo Drum,0.6,12/15/2009
2254,16229,3/29/2009,High,27,1068.7,0.04,Regular Air,-89.50,40.98,6.5,Nora Paige,Yukon,Yukon,Small Business,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,3/30/2009
2274,16356,8/2/2011,Critical,6,157.94,0.04,Express Air,9.15,22.98,4.5,Victoria Pisteka,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,8/3/2011
2287,16481,2/18/2011,Low,50,3089.06,0,Regular Air,719.26,56.96,13.22,Paul Van Hugh,Yukon,Yukon,Corporate,Office Supplies,Appliances,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,2/23/2011
2288,16481,2/18/2011,Low,47,20265.22,0.08,Delivery Truck,6168.64,442.14,14.7,Paul Van Hugh,Yukon,Yukon,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2/23/2011
2308,16641,5/10/2010,High,33,1209.168,0.03,Delivery Truck,-1052.79,44.43,46.59,Bryan Spruell,Yukon,Yukon,Home Office,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,5/11/2010
2309,16642,3/2/2011,Not Specified,46,7640.225,0.07,Regular Air,2027.68,205.99,2.5,Adam Hart,Yukon,Yukon,Corporate,Technology,Telephones and Communication,V70,Small Box,0.59,3/4/2011
2319,16709,10/6/2012,High,3,24.36,0.07,Regular Air,-13.01,6.48,5.74,Giulietta Dortch,Yukon,Yukon,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,10/8/2012
2354,16992,12/12/2010,High,15,126.74,0.08,Regular Air,-18.53,8.67,3.5,Ed Jacobs,Yukon,Yukon,Small Business,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,12/13/2010
2356,16995,12/18/2010,Not Specified,42,48.41,0.06,Regular Air,-1.46,1.14,0.7,Darrin Sayre,Yukon,Yukon,Consumer,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,12/20/2010
2365,17093,2/11/2012,Not Specified,50,4550.06,0.1,Delivery Truck,-1335.32,95.98,58.2,Janet Martin,Yukon,Yukon,Corporate,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,0.58,2/13/2012
2414,17510,10/30/2012,Critical,28,462.12,0,Regular Air,226.40,15.57,1.39,Denny Ordway,Yukon,Yukon,Small Business,Office Supplies,Envelopes,Park Ridge� Embossed Executive Business Envelopes,Small Box,0.38,10/31/2012
2417,17542,8/31/2010,Low,37,105.99,0.01,Regular Air,43.37,2.88,0.5,Charles Crestani,Yukon,Yukon,Consumer,Office Supplies,Labels,Avery 49,Small Box,0.36,9/2/2010
2421,17568,10/8/2010,Not Specified,31,512.87,0,Regular Air,170.69,16.48,1.99,Brad Thomas,Yukon,Yukon,Home Office,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Small Pack,0.42,10/9/2010
2422,17571,3/15/2012,Not Specified,32,102.59,0.01,Regular Air,8.88,2.98,1.58,Thomas Thornton,Yukon,Yukon,Consumer,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,0.39,3/16/2012
2423,17571,3/15/2012,Not Specified,50,1695.65,0.02,Express Air,51.98,32.98,5.5,Thomas Thornton,Yukon,Yukon,Consumer,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,3/17/2012
2428,17636,2/4/2009,Low,2,7.01,0.03,Regular Air,-4.20,2.94,0.96,Dean Katz,Yukon,Yukon,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,2/8/2009
2434,17669,4/29/2009,High,32,1116.03,0.04,Regular Air,203.44,34.76,5.49,Corey Roper,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,4/30/2009
2439,17700,10/27/2012,Critical,20,2305.75,0.03,Regular Air,-530.68,113.64,35,Darren Budd,Yukon,Yukon,Home Office,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,10/28/2012
2440,17701,5/21/2012,Critical,21,80.45,0.09,Regular Air,-60.96,3.74,4.69,Brad Thomas,Yukon,Yukon,Home Office,Office Supplies,Binders and Binder Accessories,Accohide Poly Flexible Ring Binders,Small Box,0.35,5/22/2012
2450,17799,9/20/2012,Medium,8,149.51,0.02,Regular Air,-31.11,16.98,12.39,Darren Budd,Yukon,Yukon,Consumer,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,0.61,9/22/2012
2515,18275,1/10/2012,Low,25,322.73,0.07,Regular Air,101.83,13.4,4.95,Helen Andreada,Yukon,Yukon,Corporate,Furniture,Office Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Small Pack,0.37,1/14/2012
2523,18336,4/24/2009,Not Specified,1,7.96,0,Express Air,-0.11,2.88,0.7,Giulietta Dortch,Yukon,Yukon,Consumer,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,4/24/2009
2536,18402,8/29/2009,Low,5,1548.45,0.03,Delivery Truck,-224.20,284.98,69.55,Deanra Eno,Yukon,Yukon,Corporate,Furniture,Chairs & Chairmats,Global Commerce� Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,9/5/2009
2537,18402,8/29/2009,Low,3,56.07,0,Regular Air,10.49,12.99,14.37,Deanra Eno,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,8/29/2009
2549,18466,5/21/2012,Low,25,270.16,0.09,Regular Air,16.92,11.09,5.25,Deanra Eno,Yukon,Yukon,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,5/30/2012
2550,18466,5/21/2012,Low,24,2694.01,0.08,Express Air,994.31,120.97,7.11,Deanra Eno,Yukon,Yukon,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.36,5/21/2012
2563,18530,12/31/2010,Not Specified,2,56.13,0.02,Regular Air,48.85,20.28,14.39,Grant Thornton,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47,12/31/2010
2564,18530,12/31/2010,Not Specified,25,1491.5205,0,Regular Air,286.36,65.99,5.99,Grant Thornton,Yukon,Yukon,Corporate,Technology,Telephones and Communication,i1000,Small Box,0.58,1/2/2011
2602,18790,2/11/2009,High,7,13253.93,0.01,Delivery Truck,-1596.75,2036.48,14.7,Nicole Brennan,Yukon,Yukon,Consumer,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55,2/13/2009
2604,18819,2/25/2009,Low,22,1102.3,0.1,Regular Air,98.12,50.98,22.24,Dan Campbell,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55,2/27/2009
2607,18849,8/5/2012,High,43,471.87,0.05,Regular Air,52.27,11.09,5.25,Deanra Eno,Yukon,Yukon,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,8/5/2012
2608,18849,8/5/2012,High,39,539.6,0.06,Regular Air,-6.50,13.79,8.78,Deanra Eno,Yukon,Yukon,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,8/7/2012
2612,18855,9/15/2009,High,31,229.43,0.03,Regular Air,-127.05,7.3,7.72,Ed Jacobs,Yukon,Yukon,Small Business,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,9/18/2009
2625,19040,12/19/2011,High,10,211.97,0.06,Regular Air,-46.83,21.38,8.99,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,12/20/2011
2626,19041,7/26/2011,Low,3,36.06,0.08,Regular Air,-18.50,10.89,4.5,Grant Thornton,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,7/30/2011
2627,19041,7/26/2011,Low,43,1849.8,0.04,Regular Air,530.22,42.98,4.62,Grant Thornton,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,8/4/2011
2631,19047,1/28/2009,High,1,67.49,0.06,Regular Air,-22.82,55.48,14.3,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,1/29/2009
2632,19047,1/28/2009,High,3,6.76,0.02,Regular Air,-4.28,1.68,1.57,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,1/30/2009
2647,19143,11/4/2012,High,3,2421.02,0.07,Delivery Truck,-1943.17,810.98,16.06,Ed Braxton,Yukon,Yukon,Home Office,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.56,11/5/2012
2665,19264,9/29/2011,High,40,161.72,0.09,Regular Air,-134.71,3.98,5.26,Ivan Liston,Yukon,Yukon,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,10/1/2011
2666,19264,9/29/2011,High,23,107.75,0.07,Regular Air,24.17,4.73,1.52,Ivan Liston,Yukon,Yukon,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,9/30/2011
2667,19296,4/10/2010,High,43,75.73,0.04,Express Air,-37.76,1.68,1.57,Eric Murdock,Yukon,Yukon,Home Office,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,4/12/2010
2668,19299,3/18/2009,Not Specified,10,29.23,0.05,Regular Air,8.10,2.88,0.5,Brendan Murry,Yukon,Yukon,Corporate,Office Supplies,Labels,Avery 49,Small Box,0.36,3/20/2009
2685,19429,8/24/2009,Not Specified,2,240.24,0.05,Delivery Truck,-84.93,124.49,51.94,Dean Katz,Yukon,Yukon,Home Office,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,8/24/2009
2686,19430,11/13/2010,Critical,39,6742.49,0.03,Regular Air,-502.05,167.27,35,Helen Andreada,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,11/15/2010
2700,19524,1/14/2010,Critical,9,92.02,0.07,Regular Air,-24.88,10.23,4.68,Amy Cox,Yukon,Yukon,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme� Box Cutter Scissors,Small Pack,0.59,1/15/2010
2703,19556,12/30/2010,Not Specified,45,5785.59,0.07,Delivery Truck,-423.77,130.98,30,Charles Crestani,Yukon,Yukon,Consumer,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,1/16/2011
2704,19556,12/30/2010,Not Specified,22,1131.93,0.09,Regular Air,469.69,55.98,4.86,Charles Crestani,Yukon,Yukon,Consumer,Office Supplies,Paper,Xerox 1908,Small Box,0.36,1/10/2011
2705,19556,12/30/2010,Not Specified,35,3238.143,0.08,Regular Air,727.36,115.99,4.23,Charles Crestani,Yukon,Yukon,Consumer,Technology,Telephones and Communication,282,Small Box,0.56,1/27/2011
2746,19815,3/25/2010,Not Specified,33,167.07,0.03,Regular Air,-102.36,4.98,6.07,Karen Carlisle,Yukon,Yukon,Home Office,Office Supplies,Paper,Xerox 1897,Small Box,0.36,3/28/2010
2783,20096,8/19/2012,Low,35,6116.11,0.03,Delivery Truck,91.57,179.29,29.21,Peter Buhler,Yukon,Yukon,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74,8/24/2012
2791,20132,5/17/2010,Low,30,8719.69,0.01,Delivery Truck,2241.71,270.97,28.06,Darrin Sayre,Yukon,Yukon,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,5/24/2010
2802,20225,7/26/2010,Low,33,124.78,0.09,Regular Air,-122.67,3.98,5.26,Kean Thornton,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,8/2/2010
2803,20225,7/26/2010,Low,22,123.4,0.1,Regular Air,30.50,5.84,0.83,Kean Thornton,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter� Smear-Safe Highlighters,Wrap Bag,0.49,8/2/2010
2818,20325,7/3/2010,Critical,35,4043.29,0.06,Delivery Truck,-34.30,119.99,56.14,Sara Luxemburg,Yukon,Yukon,Small Business,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,7/5/2010
2819,20325,7/3/2010,Critical,24,870.48,0.07,Regular Air,104.37,36.55,13.89,Sara Luxemburg,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,7/6/2010
2833,20450,12/7/2012,Critical,26,6878.55,0.03,Delivery Truck,506.71,259.71,66.67,Ed Braxton,Yukon,Yukon,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,12/10/2012
2851,20519,4/10/2009,High,7,124.19,0.03,Regular Air,-53.30,15.99,11.28,Brad Thomas,Yukon,Yukon,Home Office,Technology,Office Machines,"210 Trimline Phone, White",Medium Box,0.38,4/11/2009
2865,20679,8/14/2010,Medium,32,4976.6,0.06,Regular Air,601.88,161.55,19.99,Tracy Hopkins,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer� Files,Small Box,0.66,8/14/2010
2869,20706,7/12/2009,High,41,5583.27,0.04,Express Air,1539.59,136.98,24.49,Jennifer Patt,Yukon,Yukon,Home Office,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,7/14/2009
2894,20898,10/30/2011,Medium,33,1756.593,0.09,Regular Air,298.21,65.99,5.63,Dave Kipp,Yukon,Yukon,Consumer,Technology,Telephones and Communication,2190,Small Box,0.56,11/1/2011
2911,20995,3/27/2012,Medium,37,5817.88,0.01,Delivery Truck,-567.14,150.98,66.27,Jill Matthias,Yukon,Yukon,Consumer,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,3/28/2012
2923,21159,6/7/2011,Low,5,20.28,0.05,Express Air,-4.32,2.98,2.03,Joni Wasserman,Yukon,Yukon,Consumer,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,6/11/2011
2926,21191,11/14/2012,High,48,7235.83,0.01,Regular Air,3496.37,140.99,13.99,Darren Budd,Yukon,Yukon,Home Office,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box,0.37,11/14/2012
2937,21286,5/16/2009,Critical,17,280.39,0,Express Air,9.33,14.42,6.75,Denny Ordway,Yukon,Yukon,Small Business,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,5/17/2009
2948,21346,6/7/2011,High,46,400.49,0.09,Regular Air,-237.89,9.06,9.86,Joni Wasserman,Yukon,Yukon,Consumer,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,6/7/2011
2970,21475,2/20/2011,Critical,39,538.14,0.06,Regular Air,111.42,14.48,1.99,Giulietta Dortch,Yukon,Yukon,Consumer,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2/22/2011
2971,21475,2/20/2011,Critical,15,4956.784,0.06,Delivery Truck,-296.06,417.4,75.23,Giulietta Dortch,Yukon,Yukon,Consumer,Furniture,Tables,Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables,Jumbo Box,0.79,2/21/2011
2981,21539,7/9/2010,Medium,18,388.13,0.04,Regular Air,40.11,21.98,8.32,Christy Brittain,Yukon,Yukon,Consumer,Office Supplies,Paper,Standard Line� �While You Were Out� Hardbound Telephone Message Book,Wrap Bag,0.39,7/10/2010
2982,21539,7/9/2010,Medium,39,2339.84,0.05,Regular Air,-1730.30,71.37,69,Christy Brittain,Yukon,Yukon,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,7/9/2010
3008,21639,2/2/2011,Not Specified,24,145.15,0.07,Regular Air,-169.17,5.94,9.92,Tom Ashbrook,Yukon,Yukon,Home Office,Office Supplies,Binders and Binder Accessories,Storex Dura Pro� Binders,Small Box,0.38,2/4/2011
3009,21639,2/2/2011,Not Specified,3,131.5,0.01,Regular Air,105.90,39.98,9.2,Tom Ashbrook,Yukon,Yukon,Home Office,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,2/3/2011
3010,21639,2/2/2011,Not Specified,38,7814.59,0.02,Regular Air,3408.46,194.3,11.54,Tom Ashbrook,Yukon,Yukon,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,0.59,2/2/2011
3011,21639,2/2/2011,Not Specified,23,158.99,0.07,Regular Air,-197.13,6.98,9.69,Tom Ashbrook,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,Eldon Shelf Savers� Cubes and Bins,Small Box,0.83,2/2/2011
3025,21760,1/30/2011,Not Specified,9,71.2,0.08,Regular Air,1.87,7.38,5.21,Nicole Brennan,Yukon,Yukon,Home Office,Furniture,Office Furnishings,"Eldon� Expressions� Wood Desk Accessories, Oak",Small Box,0.56,1/31/2011
3038,21827,11/9/2012,Not Specified,25,1351.78,0.06,Regular Air,109.92,56.96,13.22,Deanra Eno,Yukon,Yukon,Corporate,Office Supplies,Appliances,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,11/11/2012
3039,21827,11/9/2012,Not Specified,21,1560.96,0.07,Express Air,-120.27,73.98,4,Deanra Eno,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,11/10/2012
3055,21890,1/24/2011,Not Specified,44,495.5,0.06,Regular Air,-12.67,11.58,6.97,Amy Cox,Yukon,Yukon,Small Business,Office Supplies,Envelopes,"Peel & Seel� Recycled Catalog Envelopes, Brown",Small Box,0.35,1/26/2011
3063,21927,12/10/2011,High,23,8225.24,0.06,Delivery Truck,1909.03,350.98,30,Karen Carlisle,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61,12/11/2011
3068,21988,3/28/2010,Medium,4,1337.19,0.06,Delivery Truck,-431.45,328.14,91.05,Jeremy Pistek,Yukon,Yukon,Corporate,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,3/30/2010
3077,22083,2/17/2009,Critical,2,16.81,0.05,Express Air,-4.14,6.04,2.14,David Bremer,Yukon,Yukon,Corporate,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",Wrap Bag,0.38,2/19/2009
3117,22402,5/27/2009,Critical,33,1194.34,0.04,Regular Air,497.11,37.7,2.99,Brad Thomas,Yukon,Yukon,Home Office,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,5/28/2009
3118,22402,5/27/2009,Critical,1,51.833,0.01,Regular Air,-235.90,55.99,5,Brad Thomas,Yukon,Yukon,Home Office,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,5/28/2009
3124,22433,3/3/2011,Critical,44,797.98,0.05,Regular Air,237.47,20.99,0.99,Bryan Spruell,Yukon,Yukon,Home Office,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,3/5/2011
3127,22465,7/21/2012,Not Specified,4,1121.78,0.04,Delivery Truck,-454.80,270.98,50,Thea Hendricks,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.77,7/22/2012
3128,22466,3/28/2012,Low,31,5404.18,0.07,Delivery Truck,241.06,180.98,30,Tamara Willingham,Yukon,Yukon,Corporate,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,4/4/2012
3129,22466,3/28/2012,Low,40,430.19,0.02,Regular Air,181.26,10.31,1.79,Tamara Willingham,Yukon,Yukon,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter� 7"" x 8 1/2""",Wrap Bag,0.38,4/4/2012
3136,22497,4/28/2012,Medium,37,3259.25,0.04,Delivery Truck,580.33,90.97,28,Brendan Murry,Yukon,Yukon,Corporate,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,4/29/2012
3152,22627,4/3/2010,Low,46,6803,0.03,Delivery Truck,-1061.68,150.98,66.27,Bill Shonely,Yukon,Yukon,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,4/3/2010
3165,22752,12/7/2012,Low,2,238.76,0.1,Regular Air,-235.21,110.98,35,Barry Weirich,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B",Large Box,0.82,12/12/2012
3176,22848,12/10/2011,Not Specified,20,140.37,0.01,Regular Air,-893.39,4.48,49,Nicole Brennan,Yukon,Yukon,Home Office,Office Supplies,Appliances,Hoover Portapower� Portable Vacuum,Large Box,0.6,12/11/2011
3177,22848,12/10/2011,Not Specified,45,5921.74,0.02,Delivery Truck,-287.62,130.98,30,Nicole Brennan,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,12/12/2011
